,time_s,speed_ms,incremental_distance,cumulative_distance,acceleration_mss,power_W,cumulative_energy,incremental_energy_J,segment_number
246,1223.6854706269103,0.15000000000000002,0.005460000001903609,0.2270999999141594,0.75,219.01711613906255,-487.61507728122047,21.901711613906258,32
247,1224.6854706269103,0.0,0.0,0.2270999999141594,-0.715264,0.0,-487.61507728122047,0.0,33
248,1225.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
249,1226.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
250,1227.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
251,1228.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
252,1229.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
253,1230.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
254,1231.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
255,1232.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
256,1233.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
257,1234.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
258,1235.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
259,1236.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
260,1237.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
261,1238.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
262,1239.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
263,1240.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
264,1241.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
265,1242.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
266,1243.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
267,1244.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
268,1245.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
269,1246.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
270,1247.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
271,1248.6854706269103,0.0,0.0,0.2270999999141594,0.0,0.0,-487.61507728122047,0.0,33
272,1274.6475239602428,0.15000000000000002,0.009307999999862204,0.23640799991402162,0.75,219.01711613906255,-465.7133656673142,21.901711613906258,34
